,country,date,count
5449,Rwanda,2020-02-20,0.0
5450,Saint Lucia,2020-02-20,0.0
5451,Saint Vincent and the Grenadines,2020-02-20,0.0
5452,San Marino,2020-02-20,0.0
5453,Saudi Arabia,2020-02-20,0.0
5454,Senegal,2020-02-20,0.0
5455,Serbia,2020-02-20,0.0
5456,Seychelles,2020-02-20,0.0
5457,Singapore,2020-02-20,84.0
5458,Slovakia,2020-02-20,0.0
5459,Slovenia,2020-02-20,0.0
5460,Somalia,2020-02-20,0.0
5461,South Africa,2020-02-20,0.0
5462,Spain,2020-02-20,2.0
5463,Sri Lanka,2020-02-20,1.0
5464,Sudan,2020-02-20,0.0
5465,Suriname,2020-02-20,0.0
5466,Sweden,2020-02-20,1.0
5467,Switzerland,2020-02-20,0.0
5468,Syria,2020-02-20,0.0
5469,Taiwan*,2020-02-20,24.0
5470,Tanzania,2020-02-20,0.0
5471,Thailand,2020-02-20,35.0
5472,The Bahamas,2020-02-20,0.0
5473,The Gambia,2020-02-20,0.0
5474,Timor-Leste,2020-02-20,0.0
5475,Togo,2020-02-20,0.0
5476,Trinidad and Tobago,2020-02-20,0.0
5477,Tunisia,2020-02-20,0.0
5478,Turkey,2020-02-20,0.0
5479,US,2020-02-20,13.0
5480,Uganda,2020-02-20,0.0
5481,Ukraine,2020-02-20,0.0
5482,United Arab Emirates,2020-02-20,9.0
5483,United Kingdom,2020-02-20,9.0
5484,Uruguay,2020-02-20,0.0
5485,Uzbekistan,2020-02-20,0.0
5486,Venezuela,2020-02-20,0.0
5487,Vietnam,2020-02-20,16.0
5488,Zambia,2020-02-20,0.0
5489,Zimbabwe,2020-02-20,0.0
5490,Afghanistan,2020-02-21,0.0
5491,Albania,2020-02-21,0.0
5492,Algeria,2020-02-21,0.0
5493,Andorra,2020-02-21,0.0
5494,Angola,2020-02-21,0.0
5495,Antigua and Barbuda,2020-02-21,0.0
5496,Argentina,2020-02-21,0.0
5497,Armenia,2020-02-21,0.0
5498,Australia,2020-02-21,19.0
5499,Austria,2020-02-21,0.0
5500,Azerbaijan,2020-02-21,0.0
5501,"Bahamas, The",2020-02-21,0.0
5502,Bahrain,2020-02-21,0.0
5503,Bangladesh,2020-02-21,0.0
5504,Barbados,2020-02-21,0.0
5505,Belarus,2020-02-21,0.0
5506,Belgium,2020-02-21,1.0
5507,Benin,2020-02-21,0.0
5508,Bhutan,2020-02-21,0.0
5509,Bolivia,2020-02-21,0.0
5510,Bosnia and Herzegovina,2020-02-21,0.0
5511,Brazil,2020-02-21,0.0
5512,Brunei,2020-02-21,0.0
5513,Bulgaria,2020-02-21,0.0
5514,Burkina Faso,2020-02-21,0.0
5515,Cabo Verde,2020-02-21,0.0
5516,Cambodia,2020-02-21,1.0
5517,Cameroon,2020-02-21,0.0
5518,Canada,2020-02-21,9.0
5519,Cape Verde,2020-02-21,0.0
5520,Central African Republic,2020-02-21,0.0
5521,Chad,2020-02-21,0.0
5522,Chile,2020-02-21,0.0
5523,China,2020-02-21,75550.0
5524,Colombia,2020-02-21,0.0
5525,Congo (Brazzaville),2020-02-21,0.0
5526,Congo (Kinshasa),2020-02-21,0.0
5527,Costa Rica,2020-02-21,0.0
5528,Cote d'Ivoire,2020-02-21,0.0
5529,Croatia,2020-02-21,0.0
5530,Cruise Ship,2020-02-21,634.0
5531,Cuba,2020-02-21,0.0
5532,Cyprus,2020-02-21,0.0
5533,Czechia,2020-02-21,0.0
5534,Denmark,2020-02-21,0.0
5535,Djibouti,2020-02-21,0.0
5536,Dominica,2020-02-21,0.0
5537,Dominican Republic,2020-02-21,0.0
5538,East Timor,2020-02-21,0.0
5539,Ecuador,2020-02-21,0.0
5540,Egypt,2020-02-21,1.0
5541,El Salvador,2020-02-21,0.0
5542,Equatorial Guinea,2020-02-21,0.0
5543,Eritrea,2020-02-21,0.0
5544,Estonia,2020-02-21,0.0
5545,Eswatini,2020-02-21,0.0
5546,Ethiopia,2020-02-21,0.0
5547,Fiji,2020-02-21,0.0
5548,Finland,2020-02-21,1.0
5549,France,2020-02-21,12.0
5550,French Guiana,2020-02-21,0.0
5551,Gabon,2020-02-21,0.0
5552,"Gambia, The",2020-02-21,0.0
5553,Georgia,2020-02-21,0.0
5554,Germany,2020-02-21,16.0
5555,Ghana,2020-02-21,0.0
5556,Greece,2020-02-21,0.0
5557,Greenland,2020-02-21,0.0
5558,Grenada,2020-02-21,0.0
5559,Guadeloupe,2020-02-21,0.0
5560,Guam,2020-02-21,0.0
5561,Guatemala,2020-02-21,0.0
5562,Guernsey,2020-02-21,0.0
5563,Guinea,2020-02-21,0.0
5564,Guyana,2020-02-21,0.0
5565,Haiti,2020-02-21,0.0
5566,Holy See,2020-02-21,0.0
5567,Honduras,2020-02-21,0.0
5568,Hungary,2020-02-21,0.0
5569,Iceland,2020-02-21,0.0
5570,India,2020-02-21,3.0
5571,Indonesia,2020-02-21,0.0
5572,Iran,2020-02-21,18.0
5573,Iraq,2020-02-21,0.0
5574,Ireland,2020-02-21,0.0
5575,Israel,2020-02-21,1.0
5576,Italy,2020-02-21,20.0
5577,Jamaica,2020-02-21,0.0
5578,Japan,2020-02-21,105.0
5579,Jersey,2020-02-21,0.0
5580,Jordan,2020-02-21,0.0
5581,Kazakhstan,2020-02-21,0.0
5582,Kenya,2020-02-21,0.0
5583,"Korea, South",2020-02-21,204.0
5584,Kosovo,2020-02-21,0.0
5585,Kuwait,2020-02-21,0.0
5586,Kyrgyzstan,2020-02-21,0.0
5587,Latvia,2020-02-21,0.0
5588,Lebanon,2020-02-21,1.0
5589,Liberia,2020-02-21,0.0
5590,Liechtenstein,2020-02-21,0.0
5591,Lithuania,2020-02-21,0.0
5592,Luxembourg,2020-02-21,0.0
5593,Madagascar,2020-02-21,0.0
5594,Malaysia,2020-02-21,22.0
5595,Maldives,2020-02-21,0.0
5596,Malta,2020-02-21,0.0
5597,Martinique,2020-02-21,0.0
5598,Mauritania,2020-02-21,0.0
5599,Mauritius,2020-02-21,0.0
5600,Mayotte,2020-02-21,0.0
5601,Mexico,2020-02-21,0.0
5602,Moldova,2020-02-21,0.0
5603,Monaco,2020-02-21,0.0
5604,Mongolia,2020-02-21,0.0
5605,Montenegro,2020-02-21,0.0
5606,Morocco,2020-02-21,0.0
5607,Mozambique,2020-02-21,0.0
5608,Namibia,2020-02-21,0.0
5609,Nepal,2020-02-21,1.0
5610,Netherlands,2020-02-21,0.0
5611,New Zealand,2020-02-21,0.0
5612,Nicaragua,2020-02-21,0.0
5613,Niger,2020-02-21,0.0
5614,Nigeria,2020-02-21,0.0
5615,North Macedonia,2020-02-21,0.0
5616,Norway,2020-02-21,0.0
5617,Oman,2020-02-21,0.0
5618,Pakistan,2020-02-21,0.0
5619,Panama,2020-02-21,0.0
5620,Papua New Guinea,2020-02-21,0.0
5621,Paraguay,2020-02-21,0.0
5622,Peru,2020-02-21,0.0
5623,Philippines,2020-02-21,3.0
5624,Poland,2020-02-21,0.0
5625,Portugal,2020-02-21,0.0
5626,Puerto Rico,2020-02-21,0.0
5627,Qatar,2020-02-21,0.0
5628,Republic of the Congo,2020-02-21,0.0
5629,Reunion,2020-02-21,0.0
5630,Romania,2020-02-21,0.0
5631,Russia,2020-02-21,2.0
5632,Rwanda,2020-02-21,0.0
5633,Saint Lucia,2020-02-21,0.0
5634,Saint Vincent and the Grenadines,2020-02-21,0.0
5635,San Marino,2020-02-21,0.0
5636,Saudi Arabia,2020-02-21,0.0
5637,Senegal,2020-02-21,0.0
5638,Serbia,2020-02-21,0.0
5639,Seychelles,2020-02-21,0.0
5640,Singapore,2020-02-21,85.0
5641,Slovakia,2020-02-21,0.0
5642,Slovenia,2020-02-21,0.0
5643,Somalia,2020-02-21,0.0
5644,South Africa,2020-02-21,0.0
5645,Spain,2020-02-21,2.0
5646,Sri Lanka,2020-02-21,1.0
5647,Sudan,2020-02-21,0.0
5648,Suriname,2020-02-21,0.0
5649,Sweden,2020-02-21,1.0
5650,Switzerland,2020-02-21,0.0
5651,Syria,2020-02-21,0.0
5652,Taiwan*,2020-02-21,26.0
5653,Tanzania,2020-02-21,0.0
5654,Thailand,2020-02-21,35.0
5655,The Bahamas,2020-02-21,0.0
5656,The Gambia,2020-02-21,0.0
5657,Timor-Leste,2020-02-21,0.0
5658,Togo,2020-02-21,0.0
5659,Trinidad and Tobago,2020-02-21,0.0
5660,Tunisia,2020-02-21,0.0
5661,Turkey,2020-02-21,0.0
5662,US,2020-02-21,15.0
5663,Uganda,2020-02-21,0.0
5664,Ukraine,2020-02-21,0.0
5665,United Arab Emirates,2020-02-21,9.0
5666,United Kingdom,2020-02-21,9.0
5667,Uruguay,2020-02-21,0.0
5668,Uzbekistan,2020-02-21,0.0
5669,Venezuela,2020-02-21,0.0
5670,Vietnam,2020-02-21,16.0
5671,Zambia,2020-02-21,0.0
5672,Zimbabwe,2020-02-21,0.0
5673,Afghanistan,2020-02-22,0.0
5674,Albania,2020-02-22,0.0
5675,Algeria,2020-02-22,0.0
5676,Andorra,2020-02-22,0.0
5677,Angola,2020-02-22,0.0
5678,Antigua and Barbuda,2020-02-22,0.0
5679,Argentina,2020-02-22,0.0
5680,Armenia,2020-02-22,0.0
5681,Australia,2020-02-22,22.0
5682,Austria,2020-02-22,0.0
5683,Azerbaijan,2020-02-22,0.0
5684,"Bahamas, The",2020-02-22,0.0
5685,Bahrain,2020-02-22,0.0
5686,Bangladesh,2020-02-22,0.0
5687,Barbados,2020-02-22,0.0
5688,Belarus,2020-02-22,0.0
5689,Belgium,2020-02-22,1.0
5690,Benin,2020-02-22,0.0
5691,Bhutan,2020-02-22,0.0
5692,Bolivia,2020-02-22,0.0
5693,Bosnia and Herzegovina,2020-02-22,0.0
5694,Brazil,2020-02-22,0.0
5695,Brunei,2020-02-22,0.0
5696,Bulgaria,2020-02-22,0.0
5697,Burkina Faso,2020-02-22,0.0
5698,Cabo Verde,2020-02-22,0.0
5699,Cambodia,2020-02-22,1.0
5700,Cameroon,2020-02-22,0.0
5701,Canada,2020-02-22,9.0
5702,Cape Verde,2020-02-22,0.0
5703,Central African Republic,2020-02-22,0.0
5704,Chad,2020-02-22,0.0
5705,Chile,2020-02-22,0.0
5706,China,2020-02-22,77001.0
5707,Colombia,2020-02-22,0.0
5708,Congo (Brazzaville),2020-02-22,0.0
5709,Congo (Kinshasa),2020-02-22,0.0
5710,Costa Rica,2020-02-22,0.0
5711,Cote d'Ivoire,2020-02-22,0.0
5712,Croatia,2020-02-22,0.0
5713,Cruise Ship,2020-02-22,634.0
5714,Cuba,2020-02-22,0.0
5715,Cyprus,2020-02-22,0.0
5716,Czechia,2020-02-22,0.0
5717,Denmark,2020-02-22,0.0
5718,Djibouti,2020-02-22,0.0
5719,Dominica,2020-02-22,0.0
5720,Dominican Republic,2020-02-22,0.0
5721,East Timor,2020-02-22,0.0
5722,Ecuador,2020-02-22,0.0
5723,Egypt,2020-02-22,1.0
5724,El Salvador,2020-02-22,0.0
5725,Equatorial Guinea,2020-02-22,0.0
5726,Eritrea,2020-02-22,0.0
5727,Estonia,2020-02-22,0.0
5728,Eswatini,2020-02-22,0.0
5729,Ethiopia,2020-02-22,0.0
5730,Fiji,2020-02-22,0.0
5731,Finland,2020-02-22,1.0
5732,France,2020-02-22,12.0
5733,French Guiana,2020-02-22,0.0
5734,Gabon,2020-02-22,0.0
5735,"Gambia, The",2020-02-22,0.0
5736,Georgia,2020-02-22,0.0
5737,Germany,2020-02-22,16.0
5738,Ghana,2020-02-22,0.0
5739,Greece,2020-02-22,0.0
5740,Greenland,2020-02-22,0.0
5741,Grenada,2020-02-22,0.0
5742,Guadeloupe,2020-02-22,0.0
5743,Guam,2020-02-22,0.0
5744,Guatemala,2020-02-22,0.0
5745,Guernsey,2020-02-22,0.0
5746,Guinea,2020-02-22,0.0
5747,Guyana,2020-02-22,0.0
5748,Haiti,2020-02-22,0.0
5749,Holy See,2020-02-22,0.0
5750,Honduras,2020-02-22,0.0
5751,Hungary,2020-02-22,0.0
5752,Iceland,2020-02-22,0.0
5753,India,2020-02-22,3.0
5754,Indonesia,2020-02-22,0.0
5755,Iran,2020-02-22,28.0
5756,Iraq,2020-02-22,0.0
5757,Ireland,2020-02-22,0.0
5758,Israel,2020-02-22,1.0
5759,Italy,2020-02-22,62.0
5760,Jamaica,2020-02-22,0.0
5761,Japan,2020-02-22,122.0
5762,Jersey,2020-02-22,0.0
5763,Jordan,2020-02-22,0.0
5764,Kazakhstan,2020-02-22,0.0
5765,Kenya,2020-02-22,0.0
5766,"Korea, South",2020-02-22,433.0
5767,Kosovo,2020-02-22,0.0
5768,Kuwait,2020-02-22,0.0
5769,Kyrgyzstan,2020-02-22,0.0
5770,Latvia,2020-02-22,0.0
5771,Lebanon,2020-02-22,1.0
5772,Liberia,2020-02-22,0.0
5773,Liechtenstein,2020-02-22,0.0
5774,Lithuania,2020-02-22,0.0
5775,Luxembourg,2020-02-22,0.0
5776,Madagascar,2020-02-22,0.0
5777,Malaysia,2020-02-22,22.0
5778,Maldives,2020-02-22,0.0
5779,Malta,2020-02-22,0.0
5780,Martinique,2020-02-22,0.0
5781,Mauritania,2020-02-22,0.0
5782,Mauritius,2020-02-22,0.0
5783,Mayotte,2020-02-22,0.0
5784,Mexico,2020-02-22,0.0
5785,Moldova,2020-02-22,0.0
5786,Monaco,2020-02-22,0.0
5787,Mongolia,2020-02-22,0.0
5788,Montenegro,2020-02-22,0.0
5789,Morocco,2020-02-22,0.0
5790,Mozambique,2020-02-22,0.0
5791,Namibia,2020-02-22,0.0
5792,Nepal,2020-02-22,1.0
5793,Netherlands,2020-02-22,0.0
5794,New Zealand,2020-02-22,0.0
5795,Nicaragua,2020-02-22,0.0
5796,Niger,2020-02-22,0.0
5797,Nigeria,2020-02-22,0.0
5798,North Macedonia,2020-02-22,0.0
5799,Norway,2020-02-22,0.0
5800,Oman,2020-02-22,0.0
5801,Pakistan,2020-02-22,0.0
5802,Panama,2020-02-22,0.0
5803,Papua New Guinea,2020-02-22,0.0
5804,Paraguay,2020-02-22,0.0
5805,Peru,2020-02-22,0.0
5806,Philippines,2020-02-22,3.0
5807,Poland,2020-02-22,0.0
5808,Portugal,2020-02-22,0.0
5809,Puerto Rico,2020-02-22,0.0
5810,Qatar,2020-02-22,0.0
5811,Republic of the Congo,2020-02-22,0.0
5812,Reunion,2020-02-22,0.0
5813,Romania,2020-02-22,0.0
5814,Russia,2020-02-22,2.0
5815,Rwanda,2020-02-22,0.0
5816,Saint Lucia,2020-02-22,0.0
5817,Saint Vincent and the Grenadines,2020-02-22,0.0
5818,San Marino,2020-02-22,0.0
5819,Saudi Arabia,2020-02-22,0.0
5820,Senegal,2020-02-22,0.0
5821,Serbia,2020-02-22,0.0
5822,Seychelles,2020-02-22,0.0
5823,Singapore,2020-02-22,85.0
5824,Slovakia,2020-02-22,0.0
5825,Slovenia,2020-02-22,0.0
5826,Somalia,2020-02-22,0.0
5827,South Africa,2020-02-22,0.0
5828,Spain,2020-02-22,2.0
5829,Sri Lanka,2020-02-22,1.0
5830,Sudan,2020-02-22,0.0
5831,Suriname,2020-02-22,0.0
5832,Sweden,2020-02-22,1.0
5833,Switzerland,2020-02-22,0.0
5834,Syria,2020-02-22,0.0
5835,Taiwan*,2020-02-22,26.0
5836,Tanzania,2020-02-22,0.0
5837,Thailand,2020-02-22,35.0
5838,The Bahamas,2020-02-22,0.0
5839,The Gambia,2020-02-22,0.0
5840,Timor-Leste,2020-02-22,0.0
5841,Togo,2020-02-22,0.0
5842,Trinidad and Tobago,2020-02-22,0.0
5843,Tunisia,2020-02-22,0.0
5844,Turkey,2020-02-22,0.0
5845,US,2020-02-22,15.0
5846,Uganda,2020-02-22,0.0
5847,Ukraine,2020-02-22,0.0
5848,United Arab Emirates,2020-02-22,13.0
5849,United Kingdom,2020-02-22,9.0
5850,Uruguay,2020-02-22,0.0
5851,Uzbekistan,2020-02-22,0.0
5852,Venezuela,2020-02-22,0.0
5853,Vietnam,2020-02-22,16.0
5854,Zambia,2020-02-22,0.0
5855,Zimbabwe,2020-02-22,0.0
5856,Afghanistan,2020-02-23,0.0
5857,Albania,2020-02-23,0.0
5858,Algeria,2020-02-23,0.0
5859,Andorra,2020-02-23,0.0
5860,Angola,2020-02-23,0.0
5861,Antigua and Barbuda,2020-02-23,0.0
5862,Argentina,2020-02-23,0.0
5863,Armenia,2020-02-23,0.0
5864,Australia,2020-02-23,22.0
5865,Austria,2020-02-23,0.0
5866,Azerbaijan,2020-02-23,0.0
5867,"Bahamas, The",2020-02-23,0.0
5868,Bahrain,2020-02-23,0.0
5869,Bangladesh,2020-02-23,0.0
5870,Barbados,2020-02-23,0.0
5871,Belarus,2020-02-23,0.0
5872,Belgium,2020-02-23,1.0
5873,Benin,2020-02-23,0.0
5874,Bhutan,2020-02-23,0.0
5875,Bolivia,2020-02-23,0.0
5876,Bosnia and Herzegovina,2020-02-23,0.0
5877,Brazil,2020-02-23,0.0
5878,Brunei,2020-02-23,0.0
5879,Bulgaria,2020-02-23,0.0
5880,Burkina Faso,2020-02-23,0.0
5881,Cabo Verde,2020-02-23,0.0
5882,Cambodia,2020-02-23,1.0
5883,Cameroon,2020-02-23,0.0
5884,Canada,2020-02-23,9.0
5885,Cape Verde,2020-02-23,0.0
5886,Central African Republic,2020-02-23,0.0
5887,Chad,2020-02-23,0.0
5888,Chile,2020-02-23,0.0
5889,China,2020-02-23,77022.0
5890,Colombia,2020-02-23,0.0
5891,Congo (Brazzaville),2020-02-23,0.0
5892,Congo (Kinshasa),2020-02-23,0.0
5893,Costa Rica,2020-02-23,0.0
5894,Cote d'Ivoire,2020-02-23,0.0
5895,Croatia,2020-02-23,0.0
5896,Cruise Ship,2020-02-23,691.0
5897,Cuba,2020-02-23,0.0
5898,Cyprus,2020-02-23,0.0
5899,Czechia,2020-02-23,0.0
5900,Denmark,2020-02-23,0.0
5901,Djibouti,2020-02-23,0.0
5902,Dominica,2020-02-23,0.0
5903,Dominican Republic,2020-02-23,0.0
5904,East Timor,2020-02-23,0.0
5905,Ecuador,2020-02-23,0.0
5906,Egypt,2020-02-23,1.0
5907,El Salvador,2020-02-23,0.0
5908,Equatorial Guinea,2020-02-23,0.0
5909,Eritrea,2020-02-23,0.0
5910,Estonia,2020-02-23,0.0
5911,Eswatini,2020-02-23,0.0
5912,Ethiopia,2020-02-23,0.0
5913,Fiji,2020-02-23,0.0
5914,Finland,2020-02-23,1.0
5915,France,2020-02-23,12.0
5916,French Guiana,2020-02-23,0.0
5917,Gabon,2020-02-23,0.0
5918,"Gambia, The",2020-02-23,0.0
5919,Georgia,2020-02-23,0.0
5920,Germany,2020-02-23,16.0
5921,Ghana,2020-02-23,0.0
5922,Greece,2020-02-23,0.0
5923,Greenland,2020-02-23,0.0
5924,Grenada,2020-02-23,0.0
5925,Guadeloupe,2020-02-23,0.0
5926,Guam,2020-02-23,0.0
5927,Guatemala,2020-02-23,0.0
5928,Guernsey,2020-02-23,0.0
5929,Guinea,2020-02-23,0.0
5930,Guyana,2020-02-23,0.0
5931,Haiti,2020-02-23,0.0
5932,Holy See,2020-02-23,0.0
5933,Honduras,2020-02-23,0.0
5934,Hungary,2020-02-23,0.0
5935,Iceland,2020-02-23,0.0
5936,India,2020-02-23,3.0
5937,Indonesia,2020-02-23,0.0
5938,Iran,2020-02-23,43.0
5939,Iraq,2020-02-23,0.0
5940,Ireland,2020-02-23,0.0
5941,Israel,2020-02-23,1.0
5942,Italy,2020-02-23,155.0
5943,Jamaica,2020-02-23,0.0
5944,Japan,2020-02-23,147.0
5945,Jersey,2020-02-23,0.0
5946,Jordan,2020-02-23,0.0
5947,Kazakhstan,2020-02-23,0.0
5948,Kenya,2020-02-23,0.0
5949,"Korea, South",2020-02-23,602.0
5950,Kosovo,2020-02-23,0.0
5951,Kuwait,2020-02-23,0.0
5952,Kyrgyzstan,2020-02-23,0.0
5953,Latvia,2020-02-23,0.0
5954,Lebanon,2020-02-23,1.0
5955,Liberia,2020-02-23,0.0
5956,Liechtenstein,2020-02-23,0.0
5957,Lithuania,2020-02-23,0.0
5958,Luxembourg,2020-02-23,0.0
5959,Madagascar,2020-02-23,0.0
5960,Malaysia,2020-02-23,22.0
5961,Maldives,2020-02-23,0.0
5962,Malta,2020-02-23,0.0
5963,Martinique,2020-02-23,0.0
5964,Mauritania,2020-02-23,0.0
5965,Mauritius,2020-02-23,0.0
5966,Mayotte,2020-02-23,0.0
5967,Mexico,2020-02-23,0.0
5968,Moldova,2020-02-23,0.0
5969,Monaco,2020-02-23,0.0
5970,Mongolia,2020-02-23,0.0
5971,Montenegro,2020-02-23,0.0
5972,Morocco,2020-02-23,0.0
5973,Mozambique,2020-02-23,0.0
5974,Namibia,2020-02-23,0.0
5975,Nepal,2020-02-23,1.0
5976,Netherlands,2020-02-23,0.0
5977,New Zealand,2020-02-23,0.0
5978,Nicaragua,2020-02-23,0.0
5979,Niger,2020-02-23,0.0
5980,Nigeria,2020-02-23,0.0
5981,North Macedonia,2020-02-23,0.0
5982,Norway,2020-02-23,0.0
5983,Oman,2020-02-23,0.0
5984,Pakistan,2020-02-23,0.0
5985,Panama,2020-02-23,0.0
5986,Papua New Guinea,2020-02-23,0.0
5987,Paraguay,2020-02-23,0.0
5988,Peru,2020-02-23,0.0
5989,Philippines,2020-02-23,3.0
5990,Poland,2020-02-23,0.0
5991,Portugal,2020-02-23,0.0
5992,Puerto Rico,2020-02-23,0.0
5993,Qatar,2020-02-23,0.0
5994,Republic of the Congo,2020-02-23,0.0
5995,Reunion,2020-02-23,0.0
5996,Romania,2020-02-23,0.0
5997,Russia,2020-02-23,2.0
5998,Rwanda,2020-02-23,0.0
5999,Saint Lucia,2020-02-23,0.0
6000,Saint Vincent and the Grenadines,2020-02-23,0.0
6001,San Marino,2020-02-23,0.0
6002,Saudi Arabia,2020-02-23,0.0
6003,Senegal,2020-02-23,0.0
6004,Serbia,2020-02-23,0.0
6005,Seychelles,2020-02-23,0.0
6006,Singapore,2020-02-23,89.0
6007,Slovakia,2020-02-23,0.0
6008,Slovenia,2020-02-23,0.0
6009,Somalia,2020-02-23,0.0
6010,South Africa,2020-02-23,0.0
6011,Spain,2020-02-23,2.0
6012,Sri Lanka,2020-02-23,1.0
6013,Sudan,2020-02-23,0.0
6014,Suriname,2020-02-23,0.0
6015,Sweden,2020-02-23,1.0
6016,Switzerland,2020-02-23,0.0
6017,Syria,2020-02-23,0.0
6018,Taiwan*,2020-02-23,28.0
6019,Tanzania,2020-02-23,0.0
6020,Thailand,2020-02-23,35.0
6021,The Bahamas,2020-02-23,0.0
6022,The Gambia,2020-02-23,0.0
6023,Timor-Leste,2020-02-23,0.0
6024,Togo,2020-02-23,0.0
6025,Trinidad and Tobago,2020-02-23,0.0
6026,Tunisia,2020-02-23,0.0
6027,Turkey,2020-02-23,0.0
6028,US,2020-02-23,15.0
6029,Uganda,2020-02-23,0.0
6030,Ukraine,2020-02-23,0.0
6031,United Arab Emirates,2020-02-23,13.0
6032,United Kingdom,2020-02-23,9.0
6033,Uruguay,2020-02-23,0.0
6034,Uzbekistan,2020-02-23,0.0
6035,Venezuela,2020-02-23,0.0
6036,Vietnam,2020-02-23,16.0
6037,Zambia,2020-02-23,0.0
6038,Zimbabwe,2020-02-23,0.0
6039,Afghanistan,2020-02-24,1.0
6040,Albania,2020-02-24,0.0
6041,Algeria,2020-02-24,0.0
6042,Andorra,2020-02-24,0.0
6043,Angola,2020-02-24,0.0
6044,Antigua and Barbuda,2020-02-24,0.0
6045,Argentina,2020-02-24,0.0
6046,Armenia,2020-02-24,0.0
6047,Australia,2020-02-24,22.0
6048,Austria,2020-02-24,0.0
6049,Azerbaijan,2020-02-24,0.0
6050,"Bahamas, The",2020-02-24,0.0
6051,Bahrain,2020-02-24,1.0
6052,Bangladesh,2020-02-24,0.0
6053,Barbados,2020-02-24,0.0
6054,Belarus,2020-02-24,0.0
6055,Belgium,2020-02-24,1.0
6056,Benin,2020-02-24,0.0
6057,Bhutan,2020-02-24,0.0
6058,Bolivia,2020-02-24,0.0
6059,Bosnia and Herzegovina,2020-02-24,0.0
6060,Brazil,2020-02-24,0.0
6061,Brunei,2020-02-24,0.0
6062,Bulgaria,2020-02-24,0.0
6063,Burkina Faso,2020-02-24,0.0
6064,Cabo Verde,2020-02-24,0.0
6065,Cambodia,2020-02-24,1.0
6066,Cameroon,2020-02-24,0.0
6067,Canada,2020-02-24,10.0
6068,Cape Verde,2020-02-24,0.0
6069,Central African Republic,2020-02-24,0.0
6070,Chad,2020-02-24,0.0
6071,Chile,2020-02-24,0.0
6072,China,2020-02-24,77241.0
6073,Colombia,2020-02-24,0.0
6074,Congo (Brazzaville),2020-02-24,0.0
6075,Congo (Kinshasa),2020-02-24,0.0
6076,Costa Rica,2020-02-24,0.0
6077,Cote d'Ivoire,2020-02-24,0.0
6078,Croatia,2020-02-24,0.0
6079,Cruise Ship,2020-02-24,691.0
6080,Cuba,2020-02-24,0.0
6081,Cyprus,2020-02-24,0.0
6082,Czechia,2020-02-24,0.0
6083,Denmark,2020-02-24,0.0
6084,Djibouti,2020-02-24,0.0
6085,Dominica,2020-02-24,0.0
6086,Dominican Republic,2020-02-24,0.0
6087,East Timor,2020-02-24,0.0
6088,Ecuador,2020-02-24,0.0
6089,Egypt,2020-02-24,1.0
6090,El Salvador,2020-02-24,0.0
6091,Equatorial Guinea,2020-02-24,0.0
6092,Eritrea,2020-02-24,0.0
6093,Estonia,2020-02-24,0.0
6094,Eswatini,2020-02-24,0.0
6095,Ethiopia,2020-02-24,0.0
6096,Fiji,2020-02-24,0.0
6097,Finland,2020-02-24,1.0
6098,France,2020-02-24,12.0
6099,French Guiana,2020-02-24,0.0
6100,Gabon,2020-02-24,0.0
6101,"Gambia, The",2020-02-24,0.0
6102,Georgia,2020-02-24,0.0
6103,Germany,2020-02-24,16.0
6104,Ghana,2020-02-24,0.0
6105,Greece,2020-02-24,0.0
6106,Greenland,2020-02-24,0.0
6107,Grenada,2020-02-24,0.0
6108,Guadeloupe,2020-02-24,0.0
6109,Guam,2020-02-24,0.0
6110,Guatemala,2020-02-24,0.0
6111,Guernsey,2020-02-24,0.0
6112,Guinea,2020-02-24,0.0
6113,Guyana,2020-02-24,0.0
6114,Haiti,2020-02-24,0.0
6115,Holy See,2020-02-24,0.0
6116,Honduras,2020-02-24,0.0
6117,Hungary,2020-02-24,0.0
6118,Iceland,2020-02-24,0.0
6119,India,2020-02-24,3.0
6120,Indonesia,2020-02-24,0.0
6121,Iran,2020-02-24,61.0
6122,Iraq,2020-02-24,1.0
6123,Ireland,2020-02-24,0.0
6124,Israel,2020-02-24,1.0
6125,Italy,2020-02-24,229.0
6126,Jamaica,2020-02-24,0.0
6127,Japan,2020-02-24,159.0
6128,Jersey,2020-02-24,0.0
6129,Jordan,2020-02-24,0.0
6130,Kazakhstan,2020-02-24,0.0
6131,Kenya,2020-02-24,0.0
6132,"Korea, South",2020-02-24,833.0
6133,Kosovo,2020-02-24,0.0
6134,Kuwait,2020-02-24,1.0
6135,Kyrgyzstan,2020-02-24,0.0
6136,Latvia,2020-02-24,0.0
6137,Lebanon,2020-02-24,1.0
6138,Liberia,2020-02-24,0.0
6139,Liechtenstein,2020-02-24,0.0
6140,Lithuania,2020-02-24,0.0
6141,Luxembourg,2020-02-24,0.0
6142,Madagascar,2020-02-24,0.0
6143,Malaysia,2020-02-24,22.0
6144,Maldives,2020-02-24,0.0
6145,Malta,2020-02-24,0.0
6146,Martinique,2020-02-24,0.0
6147,Mauritania,2020-02-24,0.0
6148,Mauritius,2020-02-24,0.0
6149,Mayotte,2020-02-24,0.0
6150,Mexico,2020-02-24,0.0
6151,Moldova,2020-02-24,0.0
6152,Monaco,2020-02-24,0.0
